"DR1TSELE","LBXBSE","age","sex_male_i","race","education","pir","smoke","drink","pred","se_model"
99,183.49,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00278774024297832,0.00421612282466867
106.5,183.49,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00297998800324066,0.00421058711375198
114.62,183.49,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00318913876203965,0.00420722581964642
121.7,183.49,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00337224274563582,0.00420655267144335
130.64,183.49,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00360421252901736,0.0042088142833746
141.7,183.49,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00389198000837971,0.00421661602802908
153.18,183.49,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00419107268288168,0.00423073065569764
165.6,183.49,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00451466882021235,0.0042528820346748
187,183.49,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.0050721571465518,0.00430736384955854
223.28,183.49,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00601705782752986,0.00444426842710168
35.19,185.993,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.000997660898932231,0.00435320737796537
46.06,185.993,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00129018289361362,0.00431773314493492
54.39,185.993,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00151382218372082,0.00429366233863046
62.2,185.993,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00172300083672487,0.00427356575278574
68,185.993,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00187798938596614,0.00426021796777779
74.5,185.993,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00205131069771426,0.00424691083811829
80.9,185.993,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00222168533566912,0.00423558803583327
87.3,185.993,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00239191906177273,0.00422608125224335
93,185.993,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00254352544325974,0.00421914856271561
99,185.993,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00270321303088547,0.00421338306123347
106.5,185.993,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00290313711895714,0.00420830024807062
114.62,185.993,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00312010200098701,0.00420536811640187
121.7,185.993,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00330964910342604,0.00420501458859901
130.64,185.993,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.0035493653662539,0.00420759617053283
141.7,185.993,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00384629401247795,0.00421564374381958
153.18,185.993,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00415464443263457,0.0042298189662375
165.6,185.993,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00448817231273528,0.00425180938895819
187,185.993,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00506261938783796,0.0043054865711711
223.28,185.993,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.0060358357912508,0.00443964930882544
35.19,189.006,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.000828752385951489,0.00434591219354556
46.06,189.006,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.0011293631215735,0.00431153120341834
54.39,189.006,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00136009495433692,0.00428828488530471
62.2,189.006,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00157676853091506,0.0042689480426458
68,189.006,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00173792385934573,0.00425615303126712
74.5,189.006,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00191879079454835,0.00424344882970489
80.9,189.006,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00209709742791834,0.00423269614221069
87.3,189.006,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00227555974187428,0.00422373086781864
93,189.006,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00243458141781349,0.00421725421653314
99,189.006,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00260200051514487,0.00421194197886543
106.5,189.006,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.0028112348785397,0.00420738928269133
114.62,189.006,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.0030376467815878,0.00420498649025712
121.7,189.006,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.0032349598470504,0.00420505215049746
130.64,189.006,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00348398753488597,0.00420809720423864
141.7,189.006,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00379190059759769,0.00421660133720188
153.18,189.006,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00411133711026693,0.00423110259264985
165.6,189.006,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.004456758261198,0.00425327656225383
187,189.006,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00505151757262343,0.00430687083457993
223.28,189.006,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00605866070305953,0.00443982751028263
35.19,192.147,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.000653279217579901,0.00434271625046438
46.06,192.147,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.000962217201552027,0.00430881617703029
54.39,192.147,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00120029316861711,0.00428600719274384
62.2,192.147,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00142476261668047,0.00426712247720074
68,192.147,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00159235446910239,0.00425468459270576
74.5,192.147,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00178111805760658,0.00424240000136933
80.9,192.147,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00196774020996071,0.00423208098837079
87.3,192.147,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00215483587235704,0.00422356840307302
93,192.147,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00232163800659748,0.00421750702235513
99,192.147,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00249716460315308,0.00421263741448216
106.5,192.147,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00271614709016018,0.00420863167635927
114.62,192.147,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00295242483181073,0.00420679524091441
121.7,192.147,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00315782838969188,0.00420732742602637
130.64,192.147,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00341653522998876,0.00421092635717419
141.7,192.147,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00373584352757495,0.00422007080634487
153.18,192.147,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00406676921486012,0.00423519970305807
165.6,192.147,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00442451671564914,0.00425802024973946
187,192.147,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00504033284746077,0.00431263585399331
223.28,192.147,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00608266043264555,0.00444700812343148
35.19,195.914,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.000443983628693292,0.0043448539357207
46.06,195.914,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.000762813945718993,0.00431065956984777
54.39,195.914,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00100964331411434,0.00428781036931457
62.2,195.914,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.0012434283721866,0.00426900421167223
68,195.914,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00141872642922234,0.00425669039100191
74.5,195.914,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00161695844979567,0.00424461733035619
80.9,195.914,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00181356077839393,0.00423459880361596
87.3,195.914,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00201102221953228,0.00422648630698787
93,195.914,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00218716577332436,0.00422085741194778
99,195.914,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00237242244205887,0.00421649848468163
106.5,195.914,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00260309240609965,0.00421315963670631
114.62,195.914,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00285117943048797,0.00421202115114017
121.7,195.914,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00306625226329486,0.00421313568831885
130.64,195.914,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00333651098024685,0.00421746222876585
141.7,195.914,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00366940227006044,0.0042275624515916
153.18,195.914,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00401401501274288,0.00424382547844884
165.6,195.914,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00438644864848366,0.00426806718095196
187,195.914,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00502735963004154,0.00432553708958194
223.28,195.914,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00611163848947361,0.00446560767954553
35.19,199.315,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.000256412887204339,0.00435238835283923
46.06,199.315,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.0005841315841531,0.00431712946246024
54.39,199.315,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.0008388250834909,0.00429371985519239
62.2,199.315,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00108097862447369,0.00427454704659303
68,199.315,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00126319892468844,0.00426205411832661
74.5,199.315,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00146993563389312,0.00424989159986287
80.9,199.315,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.0016755015561524,0.00423993618625945
87.3,199.315,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00188227187169082,0.00423205617636023
93,199.315,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00206680323645853,0.00422676665976817
99,199.315,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00226079521048759,0.00422286334705398
106.5,199.315,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.0025019550576506,0.00422014909082486
114.62,199.315,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00276063748754665,0.00421965723388902
121.7,199.315,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00298438291534187,0.00422130711887816
130.64,199.315,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00326500002602062,0.00422632811354993
141.7,199.315,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00361006861167486,0.00423744488931872
153.18,199.315,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00396695197583552,0.00425508597499046
165.6,199.315,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00435255442481553,0.00428123894538651
187,199.315,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00501597418313574,0.00434290612669557
223.28,199.315,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00613790008069623,0.00449213044636542
35.19,204.166,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",8.27888326471953e-06,0.00437226798914846
46.06,204.166,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.000332132517100326,0.00433420986622478
54.39,204.166,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.000598001972225614,0.00430915220063833
62.2,204.166,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.000852003910057604,0.00428874167275797
68,204.166,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00104399721808393,0.00427551489074881
74.5,204.166,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00126271472530474,0.00426276259224358
80.9,204.166,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.0014808887057077,0.00425255432233471
87.3,204.166,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00170074184668684,0.00424479529963367
93,204.166,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00189705807487507,0.00423990811836905
99,204.166,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00210332488136017,0.00423664851983502
106.5,204.166,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00235923568004875,0.00423486399173195
114.62,204.166,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00263283774971716,0.00423531940776522
121.7,204.166,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00286881158463537,0.00423774382152621
130.64,204.166,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00316405251536164,0.00424380939952878
141.7,204.166,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00352633425039787,0.00425662079485159
153.18,204.166,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00390057666794437,0.00427680605148092
165.6,204.166,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00430481455046937,0.00430671818060645
187,204.166,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00500009819211752,0.0043770379734979
223.28,204.166,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00617535017105867,0.00454587845469011
35.19,209.191,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",0.000278498608376436,0.00440395341090975
46.06,209.191,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-7.5132632762082e-05,0.00436144909172125
54.39,209.191,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.000352542861989187,0.00433365456252301
62.2,209.191,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.000618698234274459,0.00431109699358909
68,209.191,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.000820664775952599,0.00429653342004119
74.5,209.191,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00105155968772653,0.00428261304430366
80.9,209.191,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00128251332296926,0.00427172421518938
87.3,209.191,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00151560793263055,0.00426382299389794
93,209.191,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00172384656148202,0.00425923573692508
99,209.191,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00194253627663809,0.00425661411628699
106.5,209.191,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.0022133987314811,0.00425581998127743
114.62,209.191,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00250216559002123,0.0042572858034953
121.7,209.191,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00275060230804507,0.00426054051352684
130.64,209.191,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00306078489262091,0.00426778275476229
141.7,209.191,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00344069649607807,0.0042826769873296
153.18,209.191,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00383274434112529,0.00430620287053422
165.6,209.191,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00425610493574948,0.00434122353191829
187,209.191,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00498409981121059,0.00442357300667454
223.28,209.191,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00621413632364299,0.00462012837926017
35.19,215.672,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",0.000620825138219174,0.00446095485131317
46.06,215.672,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",0.000250033693837959,0.00441049088670648
54.39,215.672,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-4.22093804649696e-05,0.00437767797043385
62.2,215.672,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.000323862341432305,0.00435110747737773
68,215.672,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.000538468721211342,0.00433399613033894
74.5,215.672,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.000784722786764294,0.00431777372569912
80.9,215.672,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00103174136965474,0.00430539876545905
87.3,215.672,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00128145181760346,0.00429690461575072
93,215.672,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00150464291472958,0.00429250037839941
99,215.672,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00173892027868047,0.0042906174519762
106.5,215.672,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00202857834184493,0.00429110129107873
114.62,215.672,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00233647341719693,0.00429391190430342
121.7,215.672,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00260068160736798,0.00429830911315471
130.64,215.672,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00292982957301001,0.00430726512184826
141.7,215.672,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00333218348293444,0.00432537868517126
153.18,215.672,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00374693665821561,0.00435423245509145
165.6,215.672,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00419469445535192,0.00439750709863845
187,215.672,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00496444414250223,0.00449943266700991
223.28,215.672,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00626447123401319,0.00474119194092776
35.19,227.827,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",0.00124385457169767,0.00461410008888447
46.06,227.827,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",0.000840556433310205,0.00454251564520285
54.39,227.827,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",0.00052064712961507,0.0044961053542529
62.2,227.827,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",0.000210449938490112,0.00445852567950871
68,227.827,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-2.72062841494749e-05,0.004434345171469
74.5,227.827,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.000301247148523868,0.00441158913339673
80.9,227.827,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00057716765215249,0.004394685976299
87.3,227.827,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.000856681711485925,0.00438382411087926
93,227.827,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00110666820366821,0.00437904382855555
99,227.827,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.0013689018080817,0.00437813724856336
106.5,227.827,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00169237533404349,0.00438086345900569
114.62,227.827,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00203487934018412,0.00438630908482248
121.7,227.827,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00232777732006123,0.00439317327566576
130.64,227.827,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.0026915961154565,0.0044061352024266
141.7,227.827,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00313517056560272,0.00443204338703862
153.18,227.827,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00359174515074227,0.00447380028378303
165.6,227.827,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00408447657217129,0.00453694951817192
187,227.827,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.0049312593420202,0.00468568727882017
223.28,227.827,51,1,"Non-Hispanic White","Less than HS",2.37,"Never","No",-0.00636058942297731,0.00503427652070259
